age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,capital_gain_bin,capital_loss_bin,fnlwgt_scaled,capital_gain_scaled,capital_loss_scaled,native_country_freq
23,Private,32950,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,4101,0,40,United-States,<=50K,0,0,-1.1942035954953705,8.319229938632326,0.0,0.916298060564818
54,Private,343242,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,0,0,1.3785012343580612,0.0,0.0,0.916298060564818
45,Private,89325,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0,-0.7267850517269613,0.0,0.0,0.916298060564818
23,Private,96585,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K,0,0,-0.6665906636514197,0.0,0.0,0.916298060564818
44,Private,162184,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,-0.12269374032257062,0.0,0.0,0.916298060564818
40,Local-gov,74949,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,-0.8459798896021656,0.0,0.0,0.916298060564818
30,Private,53285,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K,0,0,-1.0256012702176658,0.0,0.0,0.916298060564818
54,Local-gov,182388,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K,0,0,0.044822432773605675,0.0,0.0,0.916298060564818
38,Private,85244,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,-0.7606215941148793,0.0,0.0,0.916298060564818
33,Private,219034,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0.3486631415086322,0.0,0.0,0.916298060564818
25,Private,73895,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K,0,0,-0.8547188544825542,0.0,0.0,0.916298060564818
24,Private,177287,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K,0,0,0.0025288275982148964,0.0,0.0,0.916298060564818
20,Private,82777,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,-0.7810760783273256,0.0,0.0,0.916298060564818
52,Local-gov,199995,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K,0,0,0.19080626071383414,8.895492631451633,0.0,0.916298060564818
44,Private,201723,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K,0,0,0.20513352002437624,9.617470759403409,0.0,0.916298060564818
23,Private,209483,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K,0,0,0.26947352711338474,0.0,0.0,0.916298060564818
50,Private,138179,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,0,0,-0.3217249091591234,0.0,7.551186867296149,0.916298060564818
37,Private,37238,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0,-1.158650766835877,0.0,0.0,0.916298060564818
29,Private,206351,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K,0,0,0.24350536961302718,8.519989278718239,0.0,0.916298060564818
43,Private,115806,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,2547,40,United-States,>50K,0,0,-0.5072247775357197,0.0,7.843064016692054,0.916298060564818
18,Private,184101,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,0,0,0.05902532351374376,0.0,0.0,0.916298060564818
40,Private,197919,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0.17359365056991896,0.0,0.0,0.916298060564818
51,Federal-gov,293196,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,0,0.9635579360621179,0.0,0.0,0.916298060564818
30,Private,186269,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.07700072755613686,0.0,0.0,0.916298060564818
53,Private,194259,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,40,United-States,>50K,0,0,0.1432477193913402,8.386400901166214,0.0,0.916298060564818
29,State-gov,188986,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,1590,64,United-States,<=50K,0,0,0.09952802127531678,0.0,7.372118028337787,0.916298060564818
28,Private,207473,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,El-Salvador,<=50K,0,0,0.25280813867924723,0.0,0.0,0.0027220142905750254
38,Private,133454,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,-0.3609010088363869,0.0,0.0,0.916298060564818
26,Private,324854,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,0,0,1.2260419495187973,0.0,0.0,0.916298060564818
34,Self-emp-not-inc,29254,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,0,0,-1.2248480112429188,0.0,0.0,0.916298060564818
44,Private,77313,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,-0.8263794029064935,0.0,0.0,0.916298060564818
37,Private,143771,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,0,0,-0.27536030611250795,0.0,0.0,0.916298060564818
36,Private,209629,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.27068404786531713,0.0,0.0,0.916298060564818
50,Local-gov,117496,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,<=50K,0,0,-0.49321258527020106,0.0,0.0,0.916298060564818
17,Private,154398,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,16,Haiti,<=50K,0,0,-0.1872493196002794,0.0,0.0,0.001531133038448452
44,Private,291566,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,<=50K,0,0,0.9500432180782153,0.0,0.0,0.916298060564818
44,Private,115411,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,-0.5104998165563587,0.0,0.0,0.916298060564818
17,Self-emp-inc,143034,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,4,United-States,<=50K,0,0,-0.28147094853835836,0.0,0.0,0.916298060564818
50,Private,211654,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,0,0.28747380486985863,0.0,0.0,0.916298060564818
33,Private,309630,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0,1.0998161417967527,0.0,0.0,0.916298060564818
31,Private,113667,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,25,United-States,<=50K,0,0,-0.5249597356753317,0.0,0.0,0.916298060564818
28,Private,190391,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0.11117721070315917,0.0,0.0,0.916298060564818
36,Private,215373,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K,0,0,0.3183089190920265,0.0,0.0,0.916298060564818
54,Private,186117,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,0,0,0.07574045937604289,0.0,0.0,0.916298060564818
51,Private,427781,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,2.079434205917042,0.0,0.0,0.916298060564818
46,Local-gov,140219,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,55,United-States,>50K,0,0,-0.30481078358417785,9.06126014896203,0.0,0.916298060564818
37,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,0,0,-0.8221757452268379,0.0,0.0,0.916298060564818
26,Local-gov,73392,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K,0,0,-0.858889347210102,0.0,0.0,0.916298060564818
24,Private,121313,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.4615649297213937,0.0,0.0,0.916298060564818
65,Private,85787,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.7561194518662541,0.0,0.0,0.916298060564818
24,Private,225724,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,0,0,0.40413152390882123,0.0,0.0,0.916298060564818
28,Private,375313,HS-grad,9,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K,0,0,1.6444095291198644,0.0,0.0,0.916298060564818
28,Local-gov,125159,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,Haiti,<=50K,0,0,-0.4296768282698052,0.0,0.0,0.001531133038448452
31,Federal-gov,207301,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,0,0,0.25138204573861456,0.0,0.0,0.916298060564818
28,State-gov,189765,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0,0.10598689569829843,0.0,0.0,0.916298060564818
72,Federal-gov,39110,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,8,Canada,<=50K,0,0,-1.1431295692494563,0.0,0.0,0.004423273222184417
58,Private,186991,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.08298700141158327,0.0,0.0,0.916298060564818
39,Private,141802,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0,-0.2916857537875412,0.0,0.0,0.916298060564818
33,Local-gov,147654,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,0,0,-0.2431654288539229,0.0,0.0,0.916298060564818
26,State-gov,152457,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,-0.20334261261055847,0.0,0.0,0.916298060564818
38,Private,225707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Cuba,>50K,0,0,0.4039905728623634,0.0,0.0,0.004083021435862538
21,Private,146499,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,1579,40,United-States,<=50K,0,0,-0.2527418087750318,0.0,7.365180126021013,0.916298060564818
45,Private,168262,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,0,0,-0.07229959559486523,0.0,7.543273346705446,0.916298060564818
54,Self-emp-inc,357596,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K,0,0,1.4975136649966732,8.895492631451633,0.0,0.916298060564818
55,Private,209535,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0.26990467149078534,0.0,0.0,0.916298060564818
42,Private,210275,Masters,14,Divorced,Tech-support,Unmarried,Black,Female,4687,0,35,United-States,>50K,0,0,0.2760401876307165,8.452761331256848,0.0,0.916298060564818
33,Private,255004,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,0.6468989733374513,0.0,0.0,0.916298060564818
37,Private,538443,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,14344,0,40,United-States,>50K,0,0,2.996959188453622,9.571156728415465,0.0,0.916298060564818
20,Private,275190,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0.8142659041491428,0.0,0.0,0.916298060564818
48,Private,299291,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K,0,0,1.0140930318362813,0.0,0.0,0.916298060564818
55,Self-emp-not-inc,349910,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0,0,1.4337872095216577,0.0,0.0,0.916298060564818
68,Private,191581,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,3273,0,40,United-States,<=50K,0,0,0.12104378395521073,8.09376775793108,0.0,0.916298060564818
51,Private,282744,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Canada,<=50K,0,0,0.8768979162046029,0.0,0.0,0.004423273222184417
19,Private,43285,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,0,0,-1.1085136504870066,0.0,0.0,0.916298060564818
59,Private,151616,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,0,0,-0.21031554379121004,0.0,0.0,0.916298060564818
19,Private,371827,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Portugal,<=50K,0,0,1.6155062733579721,0.0,0.0,0.0013610071452875127
34,Private,424988,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,0,2.056276778107815,0.0,0.0,0.916298060564818
47,Private,365516,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,1.563180270169991,0.0,0.0,0.916298060564818
50,Private,107665,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.5747237463129901,0.0,0.0,0.916298060564818
51,Local-gov,142411,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0,-0.2866363898291383,0.0,0.0,0.916298060564818
20,Self-emp-not-inc,201766,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,0,0,0.2054900432595344,0.0,0.0,0.916298060564818
45,Federal-gov,106910,HS-grad,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,0,0,-0.5809836310233253,0.0,0.0,0.916298060564818
48,Private,107373,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.5771447878168549,0.0,0.0,0.916298060564818
30,Private,149368,HS-grad,9,Divorced,Sales,Unmarried,White,Male,1151,0,30,United-States,<=50K,0,0,-0.22895424687575788,7.049254841255837,0.0,0.916298060564818
38,Private,179668,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,0,0,0.022270265340344958,0.0,0.0,0.916298060564818
46,State-gov,421223,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,2.0250602669364084,0.0,0.0,0.916298060564818
27,Private,321577,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,0,0,1.1988715625045343,0.0,0.0,0.916298060564818
47,Private,117849,Assoc-acdm,12,Divorced,Sales,Own-child,White,Male,0,0,44,United-States,<=50K,0,0,-0.49028577824669334,0.0,0.0,0.916298060564818
30,Private,109117,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K,0,0,-0.5626848686978818,0.0,0.0,0.916298060564818
58,Self-emp-not-inc,35551,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K,0,0,-1.1726380853873148,0.0,0.0,0.916298060564818
50,Private,118565,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,-0.4843492518194085,0.0,0.0,0.916298060564818
23,Private,230824,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0.4464168378461851,0.0,0.0,0.916298060564818
45,Private,107682,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,-0.5745827952665322,0.0,0.0,0.916298060564818
39,Private,148015,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,52,United-States,<=50K,0,0,-0.24017229192619968,0.0,0.0,0.916298060564818
39,Private,203763,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,80,United-States,<=50K,0,0,0.22204764559932177,0.0,0.0,0.916298060564818
21,Private,197747,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K,0,0,0.17216755762928632,0.0,0.0,0.916298060564818
35,Private,89559,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,<=50K,0,0,-0.7248449020286587,0.0,0.0,0.916298060564818
43,Private,338290,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0,0,1.3374430236486836,0.0,0.0,0.916298060564818
43,Private,87284,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,-0.7437074685399337,0.0,0.0,0.916298060564818
38,Self-emp-inc,124665,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,20,United-States,<=50K,0,0,-0.43377269985511063,0.0,0.0,0.916298060564818
17,Federal-gov,215743,11th,7,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0.32137667716199214,0.0,0.0,0.916298060564818
23,Private,200207,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,44,United-States,<=50K,0,0,0.19256400317554417,0.0,0.0,0.916298060564818
68,Private,217424,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,24,United-States,<=50K,0,0,0.33531424828526835,0.0,0.0,0.916298060564818
44,Private,68729,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1902,40,United-States,>50K,0,0,-0.8975513901296956,0.0,7.551186867296149,0.916298060564818
34,Private,224358,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0,0.39280569276402927,0.0,0.0,0.916298060564818
41,Private,144947,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0,-0.2656098101928335,0.0,0.0,0.916298060564818
53,Private,263729,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0.7192400251224512,0.0,0.0,0.916298060564818
58,Private,105060,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,<=50K,0,0,-0.5963224213731534,0.0,0.0,0.916298060564818
49,Private,165134,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,35,Columbia,<=50K,0,0,-0.09823458814311506,0.0,0.0,0.001701258931609391
35,Private,260578,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K,0,0,0.6931143340995819,0.0,0.0,0.916298060564818
21,Private,369084,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,10,United-States,<=50K,0,0,1.592763407450092,0.0,0.0,0.916298060564818
35,Private,61518,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,0,0,-0.9573395075419174,0.0,0.0,0.916298060564818
35,Private,185556,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,0,0,0.07108907484293286,0.0,7.543273346705446,0.916298060564818
26,Self-emp-not-inc,201930,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0.2068498062959516,0.0,0.0,0.916298060564818
42,Private,289636,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,<=50K,0,0,0.9340411286862326,0.0,0.0,0.916298060564818
46,Private,136162,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,-0.3384483362594494,0.0,0.0,0.916298060564818
46,Private,53893,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,0,0,-1.0205601974972898,0.0,0.0,0.916298060564818
27,Private,373499,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,60,El-Salvador,<=50K,0,0,1.629369223339006,0.0,0.0,0.0027220142905750254
34,Private,133503,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,2174,0,40,United-States,<=50K,0,0,-0.36049473817306715,7.684783943522785,0.0,0.916298060564818
28,Self-emp-not-inc,282398,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K,0,0,0.8740291478472837,0.0,0.0,0.916298060564818
58,Private,164857,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,<=50K,0,0,-0.1005312610765758,0.0,0.0,0.916298060564818
57,Private,121362,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,2258,38,United-States,>50K,0,0,-0.4611586590580739,0.0,7.7226775164680035,0.916298060564818
31,Private,114937,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.5144298633811254,0.0,0.0,0.916298060564818
20,Private,168165,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,0,0,-0.07310384568347784,0.0,0.0,0.916298060564818
46,Local-gov,345911,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,1.4006305486519484,0.0,0.0,0.916298060564818
39,Private,316211,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,0,0,1.154380779252006,0.0,0.0,0.916298060564818
24,Private,70261,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0,0,-0.8848492134724326,0.0,0.0,0.916298060564818
28,Private,212563,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,<=50K,0,0,0.29501054023634177,0.0,0.0,0.916298060564818
65,Private,261334,9th,5,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0.699382510047944,0.0,0.0,0.916298060564818
21,Private,34616,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,0,0,-1.1803903929424981,0.0,0.0,0.916298060564818
45,Self-emp-inc,145290,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.26276591554959505,0.0,0.0,0.916298060564818
25,Private,248313,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0.5914222996992353,0.0,0.0,0.916298060564818
65,Private,123965,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,-0.4395765664739645,0.0,0.0,0.916298060564818
54,Local-gov,182543,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,<=50K,0,0,0.046107574667780454,0.0,0.0,0.017522966995576726
30,Private,172403,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K,0,0,-0.037965578925331186,0.0,0.0,0.916298060564818
54,Private,457237,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0,2.3236609132384123,0.0,0.0,0.916298060564818
49,Self-emp-inc,213140,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K,0,0,0.2997945845778827,0.0,7.551186867296149,0.916298060564818
55,Private,175071,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,15024,0,40,United-States,>50K,0,0,-0.01584455586947104,9.617470759403409,0.0,0.916298060564818
24,Private,329852,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,1.2674815571774138,0.0,0.0,0.916298060564818
20,Private,216889,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0.3308784359408586,0.0,0.0,0.916298060564818
43,Private,117728,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K,0,0,-0.4912890180479524,0.0,0.0,0.916298060564818
20,Federal-gov,96862,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,8,United-States,<=50K,0,0,-0.664293990717959,0.0,0.0,0.916298060564818
19,Federal-gov,28455,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,-1.2314727104264391,0.0,0.0,0.916298060564818
44,Private,152629,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3103,0,40,United-States,>50K,0,0,-0.20191651966992583,8.04044688130311,0.0,0.916298060564818
25,Private,374163,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,0,0,40,Mexico,<=50K,0,0,1.63487460538889,0.0,0.0,0.017522966995576726
21,Private,253583,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0.6351171241011779,0.0,0.0,0.916298060564818
42,Private,176286,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,0,0,-0.005770701666746124,0.0,0.0,0.916298060564818
21,Private,107882,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,9,United-States,<=50K,0,0,-0.5729245476611454,0.0,0.0,0.916298060564818
29,Private,183111,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.050816997867079015,0.0,0.0,0.916298060564818
54,Private,185407,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0.06985368037691968,0.0,0.0,0.916298060564818
35,Private,73715,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,-0.8562112773274023,0.0,0.0,0.916298060564818
28,Private,30237,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,-1.2166977242624426,0.0,0.0,0.916298060564818
24,State-gov,257621,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,0,0,0.6685971432539378,0.0,0.0,0.916298060564818
19,Private,574271,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,<=50K,0,0,3.2940176644826162,0.0,0.0,0.916298060564818
25,Private,178478,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0.012403692088293394,0.0,0.0,0.916298060564818
30,Private,179446,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0.02042961049836559,0.0,0.0,0.916298060564818
58,Self-emp-not-inc,95763,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,0,0,-0.6734060613095596,0.0,0.0,0.916298060564818
47,Federal-gov,126204,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,-0.42101248453165907,0.0,0.0,0.916298060564818
50,Federal-gov,69345,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,0,0,-0.8924439875051043,0.0,0.0,0.916298060564818
81,Private,89015,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,18,United-States,<=50K,0,0,-0.7293553355153108,0.0,0.0,0.916298060564818
